Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/19/09 16:16;Product1;1200;Mastercard;Alexandria;Lebanon                     ;PA;United States;9/3/08 19:26;2/18/09 19:38;4034083;-7641167
1/20/09 13:54;Product1;1200;Mastercard;Elisabeth;Birkdale;Queensland;Australia;12/20/05 23:05;2/18/09 23:07;-274833333;1532166667
1/23/09 21:35;Product1;1200;Visa;Ann;Brisbane;Queensland;Australia;4/21/07 19:33;2/18/09 23:12;-275;1530166667
1/21/09 23:41;Product1;1200;Visa;Olga;Strasbourg;Alsace;France;2/4/08 4:45;2/19/09 0:09;485833333;775
1/21/09 4:11;Product1;1200;Visa;Courtney;Suchdol;Prague;Czech Republic;9/30/08 10:39;2/19/09 0:55;501333333;143833333
1/10/09 3:43;Product1;1200;Visa;stacy;Stuttgart;Baden-Wurttemberg;Germany;3/5/06 15:01;2/19/09 3:11;487666667;91833333
1/15/09 18:08;Product2;3600;Amex;Monica;Villanova                   ;PA;United States;1/12/09 17:16;2/19/09 3:19;4003722;-7534944
1/20/09 14:48;Product2;3600;Visa;Michael;Norrkoping;Ostergotland;Sweden;12/21/08 11:49;2/19/09 5:22;586;161833333
1/21/09 11:56;Product1;1200;Visa;Katrin;Zumikon;Zurich;Switzerland;3/21/06 13:30;2/19/09 7:05;473333333;86166667
1/30/09 6:18;Product2;3600;Mastercard;Louise;Balgach;St Gallen;Switzerland;1/14/06 2:40;2/19/09 7:10;474166667;96
1/12/09 17:28;Product1;1200;Amex;Alfredo A;Las Vegas                   ;NV;United States;12/3/08 14:12;2/19/09 8:09;36175;-11513639
1/29/09 8:27;Product2;3600;Visa;Kerry;Prague;Central Bohemia;Czech Republic;1/27/09 8:53;2/19/09 8:41;500833333;144666667
1/24/09 12:43;Product1;1200;Visa;Saeko ;Warwick                     ;NY;United States;2/2/08 16:37;2/19/09 10:28;4125639;-7436028
1/7/09 10:49;Product2;3600;Visa;VIOLETA;Silver Spring               ;MD;United States;9/1/08 13:09;2/19/09 10:43;3899056;-7702639
1/11/09 17:06;Product1;1200;Visa;Antje;Sacramento                  ;CA;United States;9/17/08 15:12;2/19/09 12:05;3858167;-12149333
1/30/09 6:17;Product1;1200;Visa;janet;Blarney;Cork;Ireland;1/30/09 3:02;2/19/09 12:48;519333333;-85666667
1/7/09 10:52;Product1;1200;Visa;claire ;Ballyneety;Limerick;Ireland;1/7/09 9:42;2/19/09 14:32;525961111;-85469444
1/27/09 6:20;Product1;1200;Mastercard;Nathalie;Haymarket                   ;VA;United States;6/1/06 12:04;2/19/09 16:52;3881194;-7763667
1/21/09 20:02;Product1;1200;Mastercard;Daria;George Town; ;Cayman Isls;1/10/09 16:09;2/19/09 19:19;193;-813833333
1/4/09 16:23;Product1;1200;Visa;Judith L.;Scottsdale                  ;AZ;United States;1/4/09 16:04;2/19/09 19:35;3350917;-11189833
1/6/09 12:26;Product1;1200;Visa;Audinet;Cambridge                   ;MA;United States;1/6/09 8:40;2/19/09 19:44;42375;-7110611
1/11/09 4:34;Product1;1200;Visa;William;Chalfont Saint Peter;England;United Kingdom;4/26/06 10:12;2/19/09 21:38;516;-55
1/17/09 6:39;Product1;1200;Diners;Tatjana and Martin;Birmingham;England;United Kingdom;1/12/08 7:00;2/19/09 23:30;524666667;-19166667
1/4/09 3:41;Product1;1200;Mastercard;Scott;Den Haag;Zuid-Holland;Netherlands;1/4/05 12:43;2/20/09 0:24;520833333;43
1/12/09 5:50;Product3;7500;Mastercard;Brona;Den Haag;Zuid-Holland;Netherlands;1/4/05 12:43;2/20/09 0:24;520833333;43
1/3/09 13:43;Product1;1200;Mastercard;Andree;Newmarket;Cork;Ireland;10/22/06 14:59;2/20/09 3:18;522166667;-9
1/11/09 6:51;Product1;1200;Visa;Aziz;Irpin';Kiev;Ukraine;1/11/09 0:00;2/20/09 3:46;505166667;3025
1/17/09 6:23;Product1;1200;Visa;Fernando;Grosseto;Tuscany;Italy;9/22/08 10:48;2/20/09 6:39;427666667;111333333
1/26/09 18:38;Product1;1200;Visa;Jo;Pembroke Pines              ;FL;United States;10/26/08 4:24;2/20/09 8:09;2601083;-8014972
1/31/09 13:26;Product1;1200;Visa;Joern;Waterford;Ontario;Canada;12/13/08 18:12;2/20/09 8:27;429333333;-802833333
1/21/09 2:20;Product2;3600;Visa;Melissa;Carouge;Geneve;Switzerland;1/16/09 7:06;2/20/09 8:38;461833333;61333333
1/18/09 13:25;Product1;1200;Visa;Melissa;Chester                     ;CT;United States;1/15/09 11:57;2/20/09 10:08;4140306;-7245139
1/18/09 18:57;Product1;1200;Mastercard;isabela;Reston                      ;VA;United States;12/31/08 8:16;2/20/09 11:34;3896861;-7734139
1/31/09 1:59;Product1;1200;Visa;Nacole;Milan;Lombardy;Italy;4/11/05 2:40;2/20/09 11:41;454666667;92
1/25/09 16:08;Product1;1200;Diners;Jennifer;Vancouver;British Columbia;Canada;1/24/09 20:12;2/20/09 12:47;4925;-1231333333
1/16/09 19:13;Product1;1200;Diners;Mary;Alpharetta                  ;GA;United States;12/26/08 9:28;2/20/09 13:54;3407528;-8429417
1/31/09 15:25;Product1;1200;Visa;Lisa;Ringgold                    ;GA;United States;1/28/09 9:54;2/20/09 15:53;3491583;-8510917
1/9/09 8:57;Product1;1200;Diners;Debora ;Wall                        ;NJ;United States;1/21/08 10:27;2/20/09 16:45;401478;-742133
1/4/09 22:18;Product2;3600;Mastercard;Karoline ;Powell River;British Columbia;Canada;11/27/08 16:06;2/20/09 21:45;498833333;-12455
1/10/09 15:18;Product2;3600;Mastercard;Jo ;Huntington Beach            ;CA;United States;10/17/07 14:56;2/20/09 22:24;3366028;-11799833
1/16/09 19:47;Product1;1200;Amex;Kristen;Los Gatos                   ;CA;United States;1/13/09 20:49;2/20/09 23:09;3722667;-12197361
1/25/09 8:16;Product2;3600;Visa;Astrid;Oslo;Oslo;Norway;4/22/07 2:19;2/20/09 23:22;599166667;1075
1/25/09 8:48;Product1;1200;Mastercard;Malinda;Oxford;England;United Kingdom;4/5/08 13:20;2/21/09 1:36;5175;-125
1/17/09 9:12;Product1;1200;Amex;Sylvia;Alexandria                  ;VA;United States;12/26/06 14:23;2/21/09 4:50;3880472;-7704722
1/24/09 1:22;Product1;1200;Visa;Jupiterlina Elika;Rome;Lazio;Italy;10/19/04 2:38;2/21/09 6:04;419;124833333
1/27/09 15:09;Product1;1200;Visa;Aniko;Random Lake                 ;WI;United States;1/15/09 12:50;2/21/09 7:37;4355222;-8796167
1/25/09 21:49;Product1;1200;Mastercard;Petra;San Francisco               ;CA;United States;1/24/09 1:35;2/21/09 9:26;37775;-12241833
1/24/09 8:51;Product1;1200;Mastercard;Heather;Baluan;General Santos;Philippines;1/19/09 11:08;2/21/09 10:08;61036111;1252163889
1/6/09 14:08;Product1;1200;Mastercard;Kim;Brussels;Brussels (Bruxelles);Belgium;12/18/08 7:04;2/21/09 10:49;508333333;43333333
1/17/09 14:06;Product1;1200;Amex;Ruby;Bedford Corners             ;NY;United States;11/28/04 18:58;2/21/09 13:03;4120417;-737275
1/21/09 12:38;Product1;1200;Visa;Novy ;Istanbul;Istanbul;Turkey;2/5/07 12:43;2/21/09 13:55;410186111;289647222
1/30/09 23:49;Product2;3600;Visa;Stephanie;Hilversum;Noord-Holland;Netherlands;11/30/08 11:54;2/21/09 14:05;522333333;51833333
1/12/09 12:00;Product1;1200;Mastercard;Tammy;Milford                     ;ME;United States;7/6/08 8:49;2/21/09 18:45;4494611;-6864444
1/29/09 21:40;Product1;1200;Visa;Alessandra;Vancouver;British Columbia;Canada;6/17/08 19:23;2/21/09 20:32;4925;-1231333333
1/24/09 13:38;Product1;1200;Mastercard;Cathy;Kidderminster;England;United Kingdom;12/22/08 3:57;2/22/09 0:00;523833333;-225
1/25/09 13:50;Product2;3600;Visa;Scott;Lausanne;Vaud;Switzerland;1/25/09 10:09;2/22/09 3:33;465333333;66666667
1/12/09 13:41;Product1;1200;Amex;dia;Claygate;England;United Kingdom;8/19/07 15:23;2/22/09 3:51;5135;-35
1/5/09 11:44;Product1;1200;Visa;Lauren;Laasby;Arhus;Denmark;11/19/08 3:55;2/22/09 6:15;5615;98166667
1/2/09 8:31;Product1;1200;Visa;Line;Budaors;Pest;Hungary;10/23/08 8:15;2/22/09 7:06;4745;189666667
1/31/09 7:13;Product1;1200;Amex;Sean;London;England;United Kingdom;1/3/08 14:59;2/22/09 7:12;5152721;14559
1/20/09 2:17;Product1;1200;Diners;Sarah;Santo Domingo City;Distrito Nacional;Dominican Republic;11/9/08 1:26;2/22/09 11:21;184666667;-699
1/25/09 20:15;Product1;1200;Visa;Brian;Croton On Hudson            ;NY;United States;1/23/09 22:33;2/22/09 11:51;412219;-73887
1/25/09 19:44;Product1;1200;Mastercard;Lesa;Vespasiano;Minas Gerais;Brazil;1/6/05 21:17;2/22/09 14:24;-196666667;-439166667
1/30/09 9:00;Product1;1200;Mastercard;james;Nashville                   ;TN;United States;7/4/07 21:35;2/22/09 15:58;3616583;-8678444
1/7/09 19:18;Product1;1200;Mastercard;loudon;Ottawa;Ontario;Canada;11/2/07 20:26;2/22/09 16:06;454166667;-757
1/4/09 10:18;Product1;1200;Mastercard;Allison;Naples                      ;FL;United States;11/8/08 9:42;2/22/09 18:36;2614167;-81795
1/23/09 14:57;Product1;1200;Mastercard;Surat;Bridgewater                 ;NJ;United States;7/29/08 12:00;2/22/09 18:48;405945;-746244
1/12/09 10:08;Product2;3600;Mastercard;Judy;Washington                  ;DC;United States;5/31/08 12:03;2/22/09 18:58;38895;-7703667
1/19/09 4:22;Product1;1200;Diners;brian;Hagen;Lorraine;France;5/21/07 7:22;2/22/09 22:33;495;61666667
1/21/09 21:37;Product1;1200;Visa;Rachel;Taicheng;Guangdong;China;1/21/09 6:24;2/23/09 1:36;2225;1127833333
1/25/09 4:34;Product1;1200;Mastercard;Hilde;Groningen;Groningen;Netherlands;1/8/09 5:16;2/23/09 3:12;532166667;655
1/30/09 1:09;Product1;1200;Mastercard;Tarja;Villars;Vaud;Switzerland;11/30/08 4:39;2/23/09 3:56;463;705
1/26/09 15:16;Product1;1200;Visa;Megan;Huntersville                ;NC;United States;12/22/08 20:09;2/23/09 5:14;3541056;-8084306
1/15/09 15:56;Product2;3600;Visa;Charmain;Cartersburg                 ;IN;United States;1/2/08 10:51;2/23/09 6:24;3969861;-8646361
1/2/09 20:47;Product1;1200;Visa;Katharina;Flower Mound                ;TX;United States;9/23/08 20:57;2/23/09 6:56;3301444;-9709667
1/25/09 9:36;Product1;1200;Visa;Zaneta ;Rochester                   ;MI;United States;1/24/09 10:36;2/23/09 6:58;4268056;-8313389
1/20/09 20:09;Product1;1200;Visa;Jeannette;Dubai;Dubayy;United Arab Emirates;1/18/09 9:58;2/23/09 7:01;252522222;5528
1/8/09 11:14;Product2;3600;Visa;Liz;Langnau;Zurich;Switzerland;1/7/09 10:25;2/23/09 7:17;472833333;85333333
1/6/09 20:39;Product2;3600;Mastercard;Christiane;Mission;British Columbia;Canada;1/6/09 9:44;2/23/09 8:55;491333333;-1223
1/6/09 18:10;Product1;1200;Visa;Cherie;Columbus                    ;OH;United States;12/22/08 14:12;2/23/09 11:35;3996111;-8299889
1/11/09 6:46;Product2;3600;Visa;Shiree;Clondalkin;Dublin;Ireland;8/25/07 5:48;2/23/09 11:56;533244444;-63972222
1/19/09 14:26;Product1;1200;Mastercard;Tracey;Harold's Cross;Dublin;Ireland;1/6/09 13:24;2/23/09 12:02;533263889;-62947222
1/31/09 6:14;Product1;1200;Diners;Scott ;Sag Harbor                  ;NY;United States;6/27/08 4:15;2/23/09 13:36;4099778;-7229306
1/6/09 9:31;Product1;1200;Visa;Frances;San Diego                   ;CA;United States;1/4/09 3:18;2/23/09 15:39;3271528;-11715639
1/21/09 7:31;Product1;1200;Mastercard;Beatrice;Wilmington                  ;DE;United States;3/25/08 13:23;2/23/09 16:29;3974583;-7554694
1/20/09 17:23;Product2;3600;Visa;Jessica;Toronto;Ontario;Canada;1/20/08 18:01;2/23/09 19:35;436666667;-794166667
1/29/09 12:10;Product1;1200;Amex;Alison;Issaquah                    ;WA;United States;11/1/07 21:25;2/23/09 21:58;4761056;-12219944
1/24/09 23:21;Product1;1200;Visa;elaine;Phuket;Phuket;Thailand;1/24/09 22:47;2/24/09 1:12;78833333;984
1/28/09 10:37;Product1;1200;Visa;Chevonne;Athina;Attiki;Greece;5/8/08 4:26;2/24/09 2:58;379833333;237333333
1/30/09 14:36;Product1;1200;Visa;danielle;Geneve;Geneve;Switzerland;1/30/09 13:50;2/24/09 3:15;462;61666667
1/21/09 2:07;Product1;1200;Mastercard;Caroline and Jonathan;Chichester;England;United Kingdom;2/14/06 14:43;2/24/09 3:29;508333333;-7833333
1/26/09 6:37;Product1;1200;Visa;manuela;Massagno;Ticino;Switzerland;6/4/08 11:55;2/24/09 5:30;460166667;895
1/4/09 14:27;Product1;1200;Visa;Carole;Cardiff;Wales;United Kingdom;12/14/05 10:47;2/24/09 7:30;515;-32
1/9/09 3:03;Product2;3600;Amex;Ghislaine;Ferney-Voltaire;Rhone-Alpes;France;3/28/08 5:53;2/24/09 8:10;4625;61166667
1/8/09 19:26;Product2;3600;Visa;Christian;Mableton                    ;GA;United States;11/30/07 10:44;2/24/09 8:22;3381861;-845825
1/10/09 16:02;Product1;1200;Visa;Hollie;San Diego                   ;CA;United States;10/12/07 13:03;2/24/09 8:32;3271528;-11715639
1/6/09 6:31;Product1;1200;Visa;mike;La Louviere;Hainaut;Belgium;1/3/09 5:24;2/24/09 8:32;504666667;41833333
1/23/09 13:13;Product1;1200;Mastercard;Malahat;Minneapolis                 ;MN;United States;4/3/07 12:56;2/24/09 8:46;4498;-9326361
1/18/09 17:55;Product1;1200;Amex;Michaela;Mafra;Santa Catarina;Brazil;3/9/08 9:39;2/24/09 10:09;-261180556;-498016667
1/5/09 15:15;Product1;1200;Amex;Amy;Ashford;England;United Kingdom;8/18/05 2:04;2/24/09 10:35;511333333;8833333
1/2/09 10:32;Product1;1200;Mastercard;Brandi;Edmonton;Alberta;Canada;12/24/08 15:23;2/24/09 12:08;5355;-1135
1/25/09 9:27;Product1;1200;Visa;erin;London;England;United Kingdom;9/4/06 14:35;2/24/09 13:37;5152721;14559
1/5/09 6:12;Product1;1200;Diners;Tracy;Lucca;Tuscany;Italy;1/4/09 6:19;2/24/09 13:56;438333333;104833333
1/6/09 2:41;Product1;1200;Visa;Polyxene;Perth;Western Australia;Australia;11/20/05 23:46;2/24/09 16:04;-319333333;1158333333
1/27/09 14:42;Product2;3600;Mastercard;Jean;Arlington                   ;VA;United States;1/8/09 11:01;2/24/09 16:38;3889028;-7708444
1/8/09 12:03;Product1;1200;Diners;Andrea;Calgary;Alberta;Canada;8/13/08 15:58;2/24/09 17:41;510833333;-1140833333
1/29/09 12:16;Product1;1200;Mastercard;Jessica;Chiefland                   ;FL;United States;1/27/09 15:56;2/24/09 18:29;2947472;-8286
1/19/09 10:47;Product1;1200;Mastercard;David;Stavenger;Rogaland;Norway;1/13/09 13:53;2/25/09 0:40;589666667;575
1/8/09 2:49;Product2;3600;Mastercard;Caroline;Begnins;Vaud;Switzerland;1/7/09 4:14;2/25/09 1:37;464333333;625
1/19/09 17:40;Product1;1200;Visa;Riche Lou;Newton                      ;MA;United States;3/12/07 7:21;2/25/09 2:28;4233694;-7120972
1/11/09 0:15;Product1;1200;Mastercard;Chris;Den Haag;Zuid-Holland;Netherlands;5/7/07 4:07;2/25/09 4:04;520833333;43
1/16/09 5:12;Product2;3600;Visa;Karen;Berikon;Aargau;Switzerland;10/19/07 12:31;2/25/09 5:12;4735;83833333
1/19/09 6:52;Product1;1200;Diners;melanie;Santa Barbaraa;Heredia;Costa Rica;1/19/09 6:45;2/25/09 5:44;100333333;-8415
1/26/09 1:14;Product1;1200;Visa;beatrice;Churra;Murcia;Spain;1/23/09 1:57;2/25/09 5:47;380166667;-11333333
1/30/09 10:31;Product1;1200;Mastercard;lorna;Castle Rock                 ;CO;United States;10/6/08 16:31;2/25/09 7:42;3937222;-10485556
1/23/09 5:52;Product1;1200;Amex;Tary;Zug;Zug;Switzerland;1/23/09 1:22;2/25/09 9:40;471666667;85166667
1/7/09 9:54;Product1;1200;Visa;Julie ;Ashford;England;United Kingdom;1/7/09 9:17;2/25/09 10:18;511;-41
1/1/09 16:44;Product1;1200;Amex;Julie ;Rockville                   ;MD;United States;9/12/08 10:36;2/25/09 10:48;3908389;-7715306
1/23/09 9:27;Product1;1200;Mastercard;Jerome;Madrid;Madrid;Spain;2/19/08 2:01;2/25/09 11:38;404;-36833333
1/22/09 12:56;Product1;1200;Visa;Laleh;Aasgaardstrand;Vestfold;Norway;1/20/09 13:13;2/25/09 12:03;593488889;104675
1/16/09 13:35;Product1;1200;Visa;Michael;Milano;Lombardy;Italy;1/16/09 12:43;2/25/09 13:59;454666667;92
1/13/09 9:26;Product1;1200;Visa;Kerry;Anieres;Geneve;Switzerland;1/24/06 13:15;2/25/09 14:05;462833333;62166667
1/25/09 11:35;Product3;7500;Mastercard;Anita;Fresno                      ;TX;United States;1/24/09 9:24;2/25/09 14:22;2953861;-9544722
1/26/09 14:02;Product1;1200;Mastercard;Veronique;Fresno                      ;TX;United States;1/24/09 9:24;2/25/09 14:22;2953861;-9544722
1/7/09 13:26;Product1;1200;Visa;Sarah;Warwick;Quebec;Canada;7/27/03 13:18;2/25/09 15:16;4595;-719833333
1/15/09 11:45;Product1;1200;Diners;Simone;Watford;England;United Kingdom;9/4/08 3:01;2/25/09 15:21;516666667;-4
1/27/09 12:02;Product1;1200;Visa;Jackie;Waterford;Waterford;Ireland;3/10/08 13:51;2/25/09 15:41;522583333;-71119444
1/28/09 14:09;Product1;1200;Visa;giovanna;Pruszkow;Mazowieckie;Poland;1/28/09 13:40;2/25/09 16:19;521666667;208333333
1/23/09 7:13;Product1;1200;Visa;Elizabeth;Hamilton;Hamilton;Bermuda;1/19/09 6:03;2/25/09 16:20;322941667;-647838889
1/22/09 15:59;Product2;3600;Visa;Lisa;Ottawa;Ontario;Canada;1/21/09 9:28;2/25/09 17:15;454166667;-757
1/16/09 10:27;Product1;1200;Mastercard;Maki;Montgomery                  ;TX;United States;1/15/09 8:52;2/25/09 17:24;3038806;-9569611
1/26/09 22:45;Product1;1200;Amex;Anjan;Tokyo;Tokyo;Japan;5/15/08 19:33;2/25/09 17:34;35685;1397513889
1/25/09 18:33;Product1;1200;Mastercard;Sarah;Manteno                     ;IL;United States;1/25/09 15:56;2/25/09 19:27;4125056;-8783139
1/16/09 6:13;Product1;1200;Mastercard;Niamh;Benoni;Gauteng;South Africa;1/16/09 5:22;2/25/09 23:19;-261833333;283166667
1/12/09 17:19;Product2;3600;Diners;elizabeth r;Winter Haven                ;FL;United States;1/12/09 16:18;2/26/09 0:42;2802194;-8173306
1/2/09 4:21;Product1;1200;Visa;Elaine;Tranby;Buskerud;Norway;7/30/07 11:42;2/26/09 3:18;598166667;1025
1/5/09 3:03;Product1;1200;Diners;Elizabeth;Cork;Cork;Ireland;5/21/08 7:50;2/26/09 4:05;518986111;-84958333
1/15/09 15:22;Product1;1200;Visa;Sara;Fort Lauderdale             ;FL;United States;1/6/09 18:19;2/26/09 5:52;2612194;-8014361
1/26/09 5:38;Product2;3600;Amex;Tulin;Cranberry Twp               ;PA;United States;9/28/08 19:40;2/26/09 6:04;4069472;-8013111
1/24/09 10:38;Product1;1200;Visa;Kenneth;Arlington                   ;VA;United States;1/24/09 9:27;2/26/09 6:08;3889028;-7708444
1/2/09 7:30;Product1;1200;Mastercard;Fiona;Lake Ronkonkoma;NY;United States;10/27/08 0:00;2/26/09 6:14;40835;-7313167
1/26/09 6:38;Product1;1200;Visa;Christian;Alexandria                  ;VA;United States;1/25/09 10:13;2/26/09 7:16;3880472;-7704722
1/17/09 7:56;Product3;7500;Diners;Michel;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32;384666667;1495
1/17/09 7:58;Product3;7500;Diners;natalie;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32;384666667;1495
1/18/09 4:32;Product1;1200;Diners;jure;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32;384666667;1495
1/26/09 8:00;Product1;1200;Amex;Elizabeth ;Bluffton                    ;SC;United States;1/23/09 11:12;2/26/09 7:49;3223694;-8086056
1/11/09 8:41;Product1;1200;Amex;Juliann;Winter Spgs                 ;FL;United States;1/8/08 7:24;2/26/09 8:17;2869861;-8130833
1/21/09 10:32;Product1;1200;Mastercard;Julie ;Chelmsford                  ;MA;United States;5/23/07 11:55;2/26/09 8:38;4259972;-7136778
1/29/09 12:27;Product1;1200;Mastercard;philippa katherine;Cabinteely;Dublin;Ireland;11/8/06 4:50;2/26/09 10:09;532594444;-61447222
1/13/09 13:19;Product2;3600;Mastercard;Anthony;Toronto;Ontario;Canada;3/16/06 19:11;2/26/09 11:19;436666667;-794166667
1/31/09 18:12;Product1;1200;Visa;matthew;Cincinnati                  ;OH;United States;4/2/06 11:49;2/26/09 12:03;3916194;-8445694
1/22/09 15:35;Product1;1200;Visa;Steven;Houston                     ;TX;United States;2/24/08 16:57;2/26/09 12:06;2976306;-9536306
1/5/09 11:24;Product1;1200;Amex;Angie;Rodeo                       ;CA;United States;1/25/08 16:50;2/26/09 12:15;3801722;-1222875
1/23/09 11:23;Product1;1200;Mastercard;Lauren;Poughkeepsie                ;NY;United States;8/26/08 9:37;2/26/09 12:17;4170028;-7392139
1/7/09 20:55;Product1;1200;Mastercard;Esther;Cincinnati                  ;OH;United States;1/7/09 20:25;2/26/09 12:24;3916194;-8445694
1/13/09 9:40;Product1;1200;Visa;Elizabeth;North Eastham               ;MA;United States;1/26/05 19:09;2/26/09 12:45;41865;-6999167
1/25/09 15:18;Product2;3600;Visa;marie-louise;Sitka                       ;AK;United States;3/2/08 15:27;2/26/09 12:58;5705306;-13533
1/30/09 20:58;Product2;3600;Mastercard;Tanya;Carcross;Yukon Territory;Canada;1/30/09 14:05;2/26/09 13:06;601833333;-1347166667
1/31/09 4:50;Product1;1200;Mastercard;Detlev;Taby;Stockholm;Sweden;1/12/09 1:03;2/26/09 13:12;595;1805
1/20/09 10:05;Product2;3600;Visa;Stephen;Calgary;Alberta;Canada;1/9/09 10:36;2/26/09 13:28;510833333;-1140833333
1/9/09 5:15;Product1;1200;Visa;Roza;Alcobendas;Madrid;Spain;9/9/08 9:08;2/26/09 14:24;405333333;-36333333
1/13/09 7:09;Product2;3600;Amex;John;Chicago                     ;IL;United States;1/8/09 13:49;2/26/09 15:14;4185;-8765
1/3/09 11:03;Product1;1200;Mastercard;paula;Sammamish                   ;WA;United States;1/1/09 22:43;2/26/09 15:30;4764194;-12207917
1/17/09 20:51;Product1;1200;Visa;Kathryn;Waiau Pa;Auckland;New Zealand;1/6/09 21:52;2/26/09 16:19;-371333333;17475
1/5/09 7:55;Product1;1200;Mastercard;Isabelle;Ewa Beach                   ;HI;United States;12/31/08 7:40;2/26/09 17:47;2131556;-15800722
1/25/09 14:40;Product1;1200;Visa;Maureen;Statesville                 ;NC;United States;1/25/09 13:52;2/26/09 18:38;357825;-808875
1/25/09 17:55;Product1;1200;Visa;David;Kapaa                       ;HI;United States;1/24/09 12:18;2/26/09 20:21;2207833;-15932194
1/3/09 12:54;Product1;1200;Diners;caterina;Burbank                     ;CA;United States;12/30/08 8:39;2/26/09 20:22;3418083;-11830806
1/22/09 3:57;Product2;3600;Mastercard;Parth;Oegstgeest;Zuid-Holland;Netherlands;1/20/09 14:36;2/27/09 1:59;521833333;44666667
1/23/09 5:11;Product1;1200;Visa;Alexia;Blackrock;Dublin;Ireland;7/15/08 7:20;2/27/09 4:00;533030556;-61830556
1/25/09 11:52;Product2;3600;Mastercard;Gloria Gail ;WalcProduct3ee;Tyrol;Austria;1/25/09 5:03;2/27/09 5:37;4765;123166667
1/10/09 4:12;Product1;1200;Visa;Gloria Gail ;Foxrock;Dublin;Ireland;1/7/09 7:39;2/27/09 6:33;532666667;-61741667
1/10/09 9:32;Product2;3600;Mastercard;Cheryl;Hilton Head                 ;SC;United States;1/10/05 21:39;2/27/09 7:33;3221611;-8075278
1/22/09 12:45;Product3;7500;Visa;Frank and Christelle;Valley Center               ;CA;United States;1/22/09 10:25;2/27/09 10:49;3321833;-11703333
1/6/09 18:11;Product2;3600;Mastercard;Triona;Swampscott                  ;MA;United States;6/9/06 8:57;2/27/09 13:00;4247083;-7091806
1/19/09 5:56;Product1;1200;Visa;Allison;Edinburgh;Scotland;United Kingdom;7/27/08 11:58;2/27/09 14:35;5595;-32
1/25/09 10:50;Product1;1200;Diners;Phillip;San Antonio                 ;TX;United States;5/29/08 19:51;2/27/09 14:44;2942389;-9849333
1/14/09 8:38;Product1;1200;Visa;jingyan;Bristol                     ;RI;United States;3/12/07 15:14;2/27/09 17:13;4167694;-7126667
1/2/09 17:24;Product2;3600;Diners;clara;Perth;Western Australia;Australia;1/1/09 21:20;2/27/09 18:43;-319333333;1158333333
1/7/09 18:15;Product1;1200;Mastercard;Selma;Greenville                  ;TX;United States;1/5/09 18:16;2/27/09 19:07;3313833;-9611056
1/3/09 21:19;Product1;1200;Visa;Doug and Tina;Pls Vrds Est                ;CA;United States;12/24/07 22:59;2/27/09 21:40;3380056;-11838917
1/4/09 5:13;Product1;1200;Visa;Lauren;Hradec Kralove;East Bohemia;Czech Republic;3/5/06 0:51;2/27/09 23:30;502116667;158441667
1/4/09 9:28;Product1;1200;Visa;Jen;Maidstone;England;United Kingdom;7/18/05 14:17;2/28/09 2:28;512666667;5166667
1/2/09 4:34;Product1;1200;Visa;gladys;Saint Albans;England;United Kingdom;1/10/06 4:20;2/28/09 3:43;5175;-3333333
1/22/09 11:10;Product1;1200;Mastercard;Gustavo;Voluntari;Bucuresti;Romania;7/28/08 11:12;2/28/09 7:52;444666667;261333333
1/7/09 12:06;Product1;1200;Visa;Erica;Nadur; ;Malta;3/30/06 2:02;2/28/09 7:59;360377778;142941667
1/29/09 13:25;Product1;1200;Diners;Hale;Morrison                    ;CO;United States;11/3/05 18:14;2/28/09 8:27;3965361;-10519056
1/27/09 2:57;Product1;1200;Visa;Rosemary;Cobham;England;United Kingdom;1/27/09 2:50;2/28/09 9:22;513833333;4
1/7/09 13:19;Product1;1200;Visa;Darian;Izmir;Izmir;Turkey;8/26/08 7:33;2/28/09 9:54;384072222;271502778
1/23/09 10:04;Product1;1200;Mastercard;Kevin;Hollywood                   ;CA;United States;5/30/06 20:25;2/28/09 9:59;3409833;-11832583
1/19/09 4:55;Product1;1200;Visa;Alyssa;Brighton;England;United Kingdom;2/19/08 9:27;2/28/09 10:06;508333333;-15
1/28/09 22:02;Product1;1200;Visa;Hale;Hawera;Taranaki;New Zealand;1/23/09 22:31;2/28/09 12:43;-395916667;1742833333
1/4/09 18:57;Product1;1200;Mastercard;KELI;Worongary;Queensland;Australia;12/23/08 15:17;2/28/09 14:00;-2805;15335
1/12/09 20:31;Product1;1200;Visa;Glen;Atlantida;Guatemala;Guatemala;1/6/09 16:53;2/28/09 14:39;1465;-904833333
1/24/09 12:00;Product1;1200;Visa;T;El Escorial;Madrid;Spain;12/30/08 15:19;2/28/09 15:17;405833333;-41166667
1/28/09 11:19;Product1;1200;Visa;christal;Morrison                    ;CO;United States;6/20/04 17:16;2/28/09 17:18;3965361;-10519056
1/7/09 17:48;Product1;1200;Mastercard;Alex;Augusta                     ;GA;United States;6/10/05 20:25;2/28/09 19:57;3351722;-8207583
1/23/09 12:42;Product2;3600;Mastercard;Anke;Avalon;New South Wales;Australia;3/3/08 17:38;2/28/09 22:26;-336333333;1513333333
